id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q150	so	6	Ch. 06 · The role of the media	Mediernas roll	Olika slags medier	21	Hur kan kommersiella radio- och tv-kanaler få inkomster?	How can commercial radio and TV channels earn income?	Sidee kanaallada ganacsiga ee raadiyaha iyo TV-gu dakhli ku heli karaan?	a	De säljer reklamplats eller tar betalt för en särskild kanal	They sell advertising space or charge for a specific channel	Waxay iibiyaan meel xayeysiin ama lacag bay ka qaadaan kanaal gaar ah	a: De säljer reklamplats eller tar betalt för en särskild kanal | b: Genom domstolsavgifter från rättegångar | c: Genom medlemsavgifter till fackförbund | d: Genom att kommunerna bestämmer deras program	a: They sell advertising space or charge for a specific channel | b: Through court fees from trials | c: Through membership fees to trade unions | d: By municipalities deciding their programmes	a: Waxay iibiyaan meel xayeysiin ama lacag bay ka qaadaan kanaal gaar ah | b: Iyagoo ka hela khidmadaha maxkamadda ee dacwadaha | c: Iyagoo ka hela khidmadaha xubinnimada ururrada shaqaalaha | d: Iyadoo degmooyinku go’aamiyaan barnaamijyadooda	Kommersiella radio- och tv-kanaler kan få inkomster genom att sälja reklamplats eller genom att människor betalar för att kunna se en särskild tv-kanal. Domstolsavgifter, fackliga medlemsavgifter och kommunala programbeslut hör till andra delar av samhället.	Commercial radio and TV channels can earn income by selling advertising space or by people paying to watch a specific TV channel. Court fees, trade-union membership fees, and municipal programming decisions belong to other parts of society.	Kanaallada ganacsiga ee raadiyaha iyo TV-gu waxay dakhli ku heli karaan iyagoo iibiya meel xayeysiin ama dadka lacag kaga qaada inay daawadaan kanaal TV gaar ah. Khidmadaha maxkamadda, khidmadaha ururrada shaqaalaha iyo go’aamada barnaamijyada ee degmooyinka waxay ka tirsan yihiin qaybo kale oo bulshada ah.	pending_native_review	pending_reviewer_notes
q151	so	6	Ch. 06 · The role of the media	Mediernas roll	Privat- och reklamfinansierade medier	21	Vad kännetecknar medier som finansieras med reklam?	What characterizes media financed by advertising?	Maxaa lagu gartaa warbaahinta lagu maalgeliyo xayeysiiska?	a	De drivs ofta av privata företag och får inkomster genom reklam	They are often run by private companies and earn income from advertising	Badanaa waxaa maamula shirkado gaar loo leeyahay waxayna dakhli ka helaan xayeysiis	a: De drivs ofta av privata företag och får inkomster genom reklam | b: De får aldrig sälja reklamplats | c: De ersätter public service-företagens uppdrag | d: De består bara av statliga myndigheter	a: They are often run by private companies and earn income from advertising | b: They may never sell advertising space | c: They replace the mission of public-service companies | d: They consist only of government agencies	a: Badanaa waxaa maamula shirkado gaar loo leeyahay waxayna dakhli ka helaan xayeysiis | b: Marna ma iibin karaan meel xayeysiin | c: Waxay beddelaan hawsha warbaahinta adeegga dadweynaha | d: Waxay ka kooban yihiin oo keliya hay’ado dowladeed	Reklamfinansierade medier drivs ofta av privata företag och kan få inkomster genom att sälja plats för reklam. Det skiljer dem från public service, som inte ska tjäna pengar på reklam och har ett särskilt uppdrag.	Advertising-funded media are often run by private companies and can earn income by selling advertising space. That differs from public service, which should not make money from advertising and has a special mission.	Warbaahinta lagu maalgeliyo xayeysiiska badanaa waxaa maamula shirkado gaar loo leeyahay waxayna dakhli ku heli karaan iibinta meel xayeysiin. Taasi way ka duwan tahay warbaahinta adeegga dadweynaha, oo aan lacag ka samayn xayeysiiska isla markaana leh hawl gaar ah.	pending_native_review	pending_reviewer_notes
q152	so	6	Ch. 06 · The role of the media	Mediernas roll	Privat- och reklamfinansierade medier	21	Hur publiceras många tidningar i dag?	How are many newspapers published today?	Sidee ayay wargeysyo badan maanta u soo baxaan?	a	De finns också på internet och uppdateras med nyheter flera gånger per dag	They are also available online and updated with news several times per day	Waxay sidoo kale ku jiraan internetka waxaana lagu cusboonaysiiyaa warar dhowr jeer maalintii	a: De finns också på internet och uppdateras med nyheter flera gånger per dag | b: De får bara säljas som ett exemplar per år | c: De får bara spridas inom ett enda bostadshus | d: De får inte skriva om lokala eller nationella nyheter	a: They are also available online and updated with news several times per day | b: They may be sold only as one copy per year | c: They may be distributed only within one residential building | d: They may not write about local or national news	a: Waxay sidoo kale ku jiraan internetka waxaana lagu cusboonaysiiyaa warar dhowr jeer maalintii | b: Waxaa loo iibin karaa oo keliya hal nuqul sanadkii | c: Waxaa lagu qaybin karaa oo keliya hal dhisme guri gudihiis | d: Ma qori karaan wararka maxalliga ah ama kuwa qaran	Många dagstidningar och kvällstidningar finns både som lokala eller rikstäckande medier och på internet. I dag finns de flesta tidningar också online och uppdateras med nyheter flera gånger per dag.	Many daily and evening newspapers exist as local or nationwide media and on the internet. Today, most newspapers are also online and are updated with news several times per day.	Wargeysyo badan oo maalinle ah iyo kuwa fiidkii waxay u jiraan warbaahin maxalli ah ama dalka oo dhan ah iyo internetka. Maanta inta badan wargeysyadu sidoo kale online ayay yihiin waxaana lagu cusboonaysiiyaa warar dhowr jeer maalintii.	pending_native_review	pending_reviewer_notes
q153	so	6	Ch. 06 · The role of the media	Mediernas roll	Webb och sociala medier	21	Vad är viktigt att komma ihåg om webben och sociala medier?	What is important to remember about the web and social media?	Maxaa muhiim ah in laga xusuusto webka iyo baraha bulshada?	a	Vem som helst kan skapa innehåll där, och det kontrolleras inte alltid som i andra medier	Anyone can create content there, and it is not always checked the same way as in other media	Qof kasta ayaa halkaas ku abuuri kara waxyaabo, mar walbana looma hubiyo sida warbaahinta kale	a: Vem som helst kan skapa innehåll där, och det kontrolleras inte alltid som i andra medier | b: Bara ansvariga utgivare får skriva inlägg där | c: Allt innehåll godkänns först av staten | d: Innehållet är alltid mer pålitligt än nyheter i tidningar	a: Anyone can create content there, and it is not always checked the same way as in other media | b: Only responsible publishers may write posts there | c: All content is first approved by the state | d: The content is always more reliable than news in newspapers	a: Qof kasta ayaa halkaas ku abuuri kara waxyaabo, mar walbana looma hubiyo sida warbaahinta kale | b: Kaliya daabacayaasha mas’uulka ah ayaa halkaas wax ku qori kara | c: Dhammaan waxyaabaha waxaa marka hore ansixiya dowladda | d: Waxyaabuhu mar walba way ka kalsooni badan yihiin wararka wargeysyada	På webben och i sociala medier kan vem som helst skapa innehåll. Därför kontrolleras det som sprids där inte alltid på samma sätt som innehåll i andra medier, vilket gör egen granskning viktig.	On the web and in social media, anyone can create content. For that reason, what is spread there is not always checked in the same way as content in other media, which makes personal scrutiny important.	Webka iyo baraha bulshada qof kasta ayaa waxyaabo ku abuuri kara. Sidaas darteed waxa halkaas lagu faafiyo mar walba looma hubiyo sida waxyaabaha warbaahinta kale, taasina waxay muhiim ka dhigtaa in qofku isagu hubiyo.	pending_native_review	pending_reviewer_notes
q154	so	6	Ch. 06 · The role of the media	Mediernas roll	Källkritik	21	Varför behövs källkritik när man använder medier?	Why is source criticism needed when using media?	Maxaa loogu baahan yahay qiimeynta ilaha marka warbaahinta la isticmaalayo?	a	Falska uppgifter kan spridas snabbt och påverka människors åsikter	False information can spread quickly and affect people's opinions	Macluumaad been ah ayaa si degdeg ah u fidi kara wuxuuna saameyn karaa fikradaha dadka	a: Falska uppgifter kan spridas snabbt och påverka människors åsikter | b: Allt som publiceras är alltid korrekt | c: Källkritik betyder att man aldrig ska läsa nyheter | d: Bara tryckta böcker behöver kontrolleras	a: False information can spread quickly and affect people's opinions | b: Everything that is published is always correct | c: Source criticism means never reading news | d: Only printed books need to be checked	a: Macluumaad been ah ayaa si degdeg ah u fidi kara wuxuuna saameyn karaa fikradaha dadka | b: Wax kasta oo la daabaco mar walba waa sax | c: Qiimeynta ilaha waxay ka dhigan tahay inaan warar la akhrin weligood | d: Kaliya buugaagta daabacan ayaa u baahan in la hubiyo	Information kan komma från många slags källor, men allt som publiceras är inte alltid korrekt. Falska uppgifter kan spridas snabbt och påverka människors åsikter, så man behöver ifrågasätta och kontrollera det man läser, ser eller hör.	Information can come from many kinds of sources, but not everything that is published is always correct. False information can spread quickly and affect people’s opinions, so one needs to question and check what one reads, sees, or hears.	Macluumaadku wuxuu ka iman karaa ilo badan oo kala duwan, laakiin wax kasta oo la daabaco mar walba sax ma aha. Macluumaad been ah ayaa si degdeg ah u fidi kara wuxuuna saameyn karaa fikradaha dadka, sidaas darteed waa in la isweydiiyaa oo la hubiyaa waxa la akhriyo, la arko ama la maqlo.	pending_native_review	pending_reviewer_notes
q155	so	9	Ch. 09 · The welfare society	Välfärdssamhället	Stat, regioner och kommuner har olika ansvar	30	Hur kan en välfärdstjänst vara privat och ändå skattefinansierad?	How can a welfare service be provided by a private company but still be funded by tax revenue?	Sidee adeeg daryeel bulsho u noqon karaa mid gaar loo leeyahay haddana canshuur lagu maalgeliyo?	a	Ett privat företag kan utföra tjänsten medan skattepengar betalar den	A private company can provide the service while tax revenue funds it	Shirkad gaar loo leeyahay ayaa adeegga bixin karta halka lacagta canshuurtu bixiso	a: Ett privat företag kan utföra tjänsten medan skattepengar betalar den | b: Tjänsten måste alltid betalas helt med privata lån | c: Privata utförare tar över statens, regionernas och kommunernas ansvar | d: Skattepengar får bara användas om tjänsten drivs av staten	a: A private company can provide the service while tax revenue funds it | b: The service must always be paid for entirely with private loans | c: Private providers take over the responsibilities of the state, regions, and municipalities | d: Tax revenue may be used only if the service is run by the state	a: Shirkad gaar loo leeyahay ayaa adeegga bixin karta halka lacagta canshuurtu bixiso | b: Adeegga waa in had iyo jeer gebi ahaan lagu bixiyo amaah gaar ah | c: Bixiyeyaasha gaarka loo leeyahay ayaa la wareega mas’uuliyadda dowladda, gobollada iyo degmooyinka | d: Lacagta canshuurta waxaa la isticmaali karaa oo keliya haddii adeegga ay dowladdu maamusho	En välfärdstjänst kan utföras av ett privat företag och ändå finansieras med skattemedel. Ansvaret och finansieringen kan alltså vara offentlig även när själva utföraren är privat.	A welfare service can be provided by a private company and still be financed with tax revenue. The responsibility and funding can therefore be public even when the provider itself is private.	Adeeg daryeel bulsho waxaa bixin karta shirkad gaar loo leeyahay haddana waxaa lagu maalgelin karaa canshuur. Sidaas darteed mas’uuliyadda iyo maalgelintu waxay noqon karaan kuwo dadweyne xitaa marka bixiyuhu gaar yahay.	pending_native_review	pending_reviewer_notes
q156	so	9	Ch. 09 · The welfare society	Välfärdssamhället	Statligt finansierad välfärd	30	Vilka statliga trygghetssystem kan ge ekonomiskt stöd vid sjukdom, föräldraskap eller arbetslöshet?	Which state-funded social insurance systems can provide financial support during illness, parenthood, or unemployment?	Nidaamyadee caymis bulsho oo dowladdu maalgeliso ayaa taageero dhaqaale bixin kara marka qofku xanuunsado, waalid noqdo ama shaqo la’aan noqdo?	a	Sjukförsäkring, föräldraförsäkring och arbetslöshetsförsäkring	Sickness insurance, parental insurance, and unemployment insurance	Caymiska xanuunka, caymiska waalidka iyo caymiska shaqo la’aanta	a: Sjukförsäkring, föräldraförsäkring och arbetslöshetsförsäkring | b: Vårdcentraler, sjukhus och regional kollektivtrafik | c: Förskolor, fritidshem och kommunal vuxenutbildning | d: Privata kreditkort, billån och bostadslån	a: Sickness insurance, parental insurance, and unemployment insurance | b: Health centres, hospitals, and regional public transport | c: Preschools, after-school centres, and municipal adult education | d: Private credit cards, car loans, and mortgages	a: Caymiska xanuunka, caymiska waalidka iyo caymiska shaqo la’aanta | b: Xarumaha caafimaadka, isbitaallada iyo gaadiidka dadweynaha ee gobollada | c: Dugsiyada barbaarinta, xarumaha daryeelka dugsiga kadib iyo waxbarashada dadka waaweyn ee degmada | d: Kaarka deynta gaarka ah, amaahda baabuurta iyo amaahda guryaha	Staten finansierar trygghetssystem som sjukförsäkring, föräldraförsäkring och arbetslöshetsförsäkring. De hör till välfärden eftersom de kan ge ekonomiskt stöd när människor blir sjuka, får barn eller saknar arbete.	The state funds social insurance systems such as sickness insurance, parental insurance, and unemployment insurance. They are part of the welfare system because they can provide financial support when people are ill, have children, or are unemployed.	Dowladdu waxay maalgelisaa nidaamyada caymiska sida caymiska xanuunka, caymiska waalidka iyo caymiska shaqo la’aanta. Waxay ka tirsan yihiin nidaamka daryeelka bulshada sababtoo ah waxay taageero dhaqaale bixin karaan marka dadku xanuunsadaan, carruur yeeshaan ama shaqo la’aan yihiin.	pending_native_review	pending_reviewer_notes
q157	so	9	Ch. 09 · The welfare society	Välfärdssamhället	Olika slags sjukvård	31	Vad ingår i primärvården?	What is included in primary care?	Maxaa ka mid ah daryeelka caafimaadka aasaasiga ah?	a	Vårdcentraler, barnavårdscentraler och mödravårdscentraler	Health centres, child health centres, and maternity clinics	Xarumaha caafimaadka, xarumaha caafimaadka carruurta iyo rugaha hooyada	a: Vårdcentraler, barnavårdscentraler och mödravårdscentraler | b: Domstolar, åklagare och kriminalvård | c: Pensioner, barnbidrag och studiestöd | d: Dagstidningar, public service och sociala medier	a: Health centres, child health centres, and maternity clinics | b: Courts, prosecutors, and prison and probation services | c: Pensions, child allowance, and study support | d: Daily newspapers, public service broadcasting, and social media	a: Xarumaha caafimaadka, xarumaha caafimaadka carruurta iyo rugaha hooyada | b: Maxkamadaha, xeer-ilaaliyayaasha iyo adeegyada xabsiga iyo kormeerka | c: Hawlgab, lacagta carruurta iyo taageerada waxbarashada | d: Wargeysyada maalinlaha ah, warbaahinta adeegga dadweynaha iyo baraha bulshada	Primärvården är den del av sjukvården som många möter först. Vårdcentraler, barnavårdscentraler och mödravårdscentraler hör dit, medan sjukhusvård och psykiatrisk vård är andra slags sjukvård.	Primary care is the part of health care that many people encounter first. Health centres, child health centres, and maternity clinics belong to it, while hospital care and psychiatric care are other kinds of health care.	Daryeelka caafimaadka aasaasiga ah waa qaybta daryeelka caafimaadka ee dad badan marka hore la kulmaan. Xarumaha caafimaadka, xarumaha caafimaadka carruurta iyo rugaha hooyada ayaa ka tirsan, halka daryeelka isbitaalka iyo daryeelka dhimirku yihiin noocyo kale oo daryeel caafimaad ah.	pending_native_review	pending_reviewer_notes
q158	so	9	Ch. 09 · The welfare society	Välfärdssamhället	Kommunerna har ett stort ansvar	31	Vilket ansvar har kommunen för barns vardag och utbildning?	What responsibility does the municipality have for children’s everyday life and education?	Mas’uuliyaddee ayay degmadu ka leedahay nolol maalmeedka carruurta iyo waxbarashadooda?	a	Att ordna förskolor, fritidshem, grundskolor och gymnasieskolor	To arrange preschools, after-school centres, compulsory schools, and upper-secondary schools	Inay diyaariso dugsiyada barbaarinta, xarumaha dugsiga kadib, dugsiyada khasabka ah iyo dugsiyada sare	a: Att ordna förskolor, fritidshem, grundskolor och gymnasieskolor | b: Att betala sjukförsäkring och statliga pensioner | c: Att driva regionernas sjukhus och vårdcentraler | d: Att bestämma domstolarnas straff i brottmål	a: To arrange preschools, after-school centres, compulsory schools, and upper-secondary schools | b: To pay sickness insurance and state pensions | c: To run regional hospitals and health centres | d: To decide court sentences in criminal cases	a: Inay diyaariso dugsiyada barbaarinta, xarumaha dugsiga kadib, dugsiyada khasabka ah iyo dugsiyada sare | b: Inay bixiso caymiska xanuunka iyo hawlgabka dowladda | c: Inay maamusho isbitaallada gobollada iyo xarumaha caafimaadka | d: Inay go’aamiso ciqaabaha maxkamadaha ee kiisaska dambiyada	Kommuner ansvarar för att det finns skolor och utbildning. Det omfattar förskolor, fritidshem, grundskolor för barn mellan 6 och 16 år, gymnasieskolor och kommunal vuxenutbildning.	Municipalities are responsible for making schools and education available. This includes preschools, after-school centres, compulsory schools for children aged 6 to 16, upper-secondary schools, and municipal adult education.	Degmooyinku waxay mas’uul ka yihiin in dugsiyo iyo waxbarasho la helo. Tani waxay ka mid yihiin dugsiyada barbaarinta, xarumaha dugsiga kadib, dugsiyada khasabka ah ee carruurta 6 ilaa 16 jirka ah, dugsiyada sare iyo waxbarashada dadka waaweyn ee degmada.	pending_native_review	pending_reviewer_notes
q159	so	9	Ch. 09 · The welfare society	Välfärdssamhället	Kommunerna har ett stort ansvar	31	Vilken hjälp kan äldre personer få av kommunen för att klara vardagen?	What help can older people receive from the municipality to manage everyday life?	Caawimaad noocee ah ayay dadka waayeelka ah ka heli karaan degmada si ay u maareeyaan nolol maalmeedka?	a	Vård och service hemma eller boende som är anpassat för äldre personer	Care and services at home or housing adapted for older people	Daryeel iyo adeegyo guriga ah ama guri loo habeeyay dadka waayeelka ah	a: Vård och service hemma eller boende som är anpassat för äldre personer | b: Automatiskt studiestöd och plats på universitet | c: Beslut om vilka nyheter medier får publicera | d: Privata lån som ersätter all kommunal hjälp	a: Care and services at home or housing adapted for older people | b: Automatic study support and a university place | c: Decisions about which news media may publish | d: Private loans that replace all municipal help	a: Daryeel iyo adeegyo guriga ah ama guri loo habeeyay dadka waayeelka ah | b: Taageero waxbarasho oo toos ah iyo boos jaamacadeed | c: Go’aanno ku saabsan wararka ay warbaahintu daabici karto | d: Amaah gaar ah oo beddesha dhammaan caawimada degmada	Äldre personer kan behöva hjälp med praktiska saker i vardagen och med personlig hygien. Kommunen kan ge vård och service hemma, eller erbjuda ett boende som är anpassat för äldre personer om det behövs.	Older people may need help with practical everyday tasks and personal hygiene. The municipality can provide care and services at home, or offer housing adapted for older people if needed.	Dadka waayeelka ah waxay u baahan karaan caawimo arrimaha maalinlaha ah iyo nadaafadda shakhsiyeed. Degmadu waxay bixin kartaa daryeel iyo adeegyo guriga ah, ama waxay siin kartaa guri loo habeeyay dadka waayeelka ah haddii loo baahdo.	pending_native_review	pending_reviewer_notes
q160	so	11	Ch. 11 · Sweden and the outside world	Sverige och omvärlden	Förenta nationerna	39	Vilket påstående beskriver ett syfte med Förenta nationerna (FN)?	Which statement describes one purpose of the United Nations (UN)?	Hadalkee qeexaya mid ka mid ah ujeeddooyinka Qaramada Midoobay (FN)?	a	FN arbetar för fred och säkerhet i världen	The UN works for peace and security in the world	FN waxay u shaqaysaa nabad iyo amni adduunka	a: FN arbetar för fred och säkerhet i världen | b: FN bestämmer svenska kommuners budgetar | c: FN ersätter Sveriges domstolar | d: FN väljer Sveriges riksdag vart fjärde år	a: The UN works for peace and security in the world | b: The UN decides the budgets of Swedish municipalities | c: The UN replaces Sweden’s courts | d: The UN elects Sweden’s Riksdag every four years	a: FN waxay u shaqaysaa nabad iyo amni adduunka | b: FN waxay go'aamisaa miisaaniyadaha kommun-yada Iswiidhan | c: FN waxay beddeshaa maxkamadaha Iswiidhan | d: FN waxay afartii sanoba mar doorataa Riksdag-ga Iswiidhan	Sverige är medlem i FN. FN arbetar bland annat för fred och säkerhet, för att lösa konflikter och stoppa krig samt för mänskliga rättigheter och friheter.	Sweden is a member of the UN. The UN works, among other things, for peace and security, to resolve conflicts and stop wars, and for human rights and freedoms.	Iswiidhan waa xubin ka mid ah FN. FN waxay u shaqaysaa, waxyaabaha kale dhexdooda, nabad iyo amni, xallinta khilaafaadka iyo joojinta dagaallada, iyo xuquuqda iyo xorriyadaha bani'aadamka.	pending_native_review	pending_reviewer_notes
q161	so	11	Ch. 11 · Sweden and the outside world	Sverige och omvärlden	EU och Europarådet	39	Vilket påstående beskriver EU-samarbetet?	Which statement describes EU cooperation?	Hadalkee qeexaya iskaashiga EU?	a	EU-länder fattar gemensamma beslut och tar fram lagar som gäller i medlemsländerna	EU countries make joint decisions and create laws that apply in member countries	Dalalka EU waxay gaaraan go'aanno wadajir ah waxayna sameeyaan sharciyo ku shaqeeya dalalka xubnaha ah	a: EU-länder fattar gemensamma beslut och tar fram lagar som gäller i medlemsländerna | b: Varje EU-land slutar ha egna kommuner | c: Europarådet bestämmer alla EU-länders valresultat | d: FN ersätter EU-ländernas regeringar	a: EU countries make joint decisions and create laws that apply in member countries | b: Each EU country stops having its own municipalities | c: The Council of Europe decides every EU country’s election results | d: The UN replaces the governments of EU countries	a: Dalalka EU waxay gaaraan go'aanno wadajir ah waxayna sameeyaan sharciyo ku shaqeeya dalalka xubnaha ah | b: Dal kasta oo EU wuxuu joojiyaa inuu yeesho kommun-yadiisa gaarka ah | c: Golaha Yurub wuxuu go'aamiyaa natiijooyinka doorashada dhammaan dalalka EU | d: FN waxay beddeshaa dawladaha dalalka EU	EU-länderna samarbetar inom flera områden, till exempel jordbruk, ekonomi, miljö, handel och migration. De fattar gemensamma beslut och tar fram lagar som gäller i medlemsländerna.	EU countries cooperate in several areas, such as agriculture, the economy, the environment, trade, and migration. They make joint decisions and create laws that apply in member countries.	Dalalka EU waxay iskaashadaan dhowr qaybood, sida beeraha, dhaqaalaha, deegaanka, ganacsiga iyo socdaalka. Waxay gaaraan go'aanno wadajir ah oo waxay sameeyaan sharciyo ku shaqeeya dalalka xubnaha ah.	pending_native_review	pending_reviewer_notes
q162	so	11	Ch. 11 · Sweden and the outside world	Sverige och omvärlden	Den långa fredens historia	40	Hur agerade Sverige under kalla kriget i förhållande till Nato?	How did Sweden act toward NATO during the Cold War?	Sidee Iswiidhan ula dhaqantay Nato xilligii Dagaalkii Qaboobaa?	a	Sverige fortsatte att vara neutralt och stod utanför Nato	Sweden continued to be neutral and stayed outside NATO	Iswiidhan waxay sii ahaatay dhexdhexaad waxayna ka baxsanaatay Nato	a: Sverige fortsatte att vara neutralt och stod utanför Nato | b: Sverige lämnade EU för att gå med i Nato | c: Sverige styrde både Danmark och Norge genom Nato | d: Sverige avskaffade sitt militära försvar	a: Sweden continued to be neutral and stayed outside NATO | b: Sweden left the EU to join NATO | c: Sweden governed both Denmark and Norway through NATO | d: Sweden abolished its military defence	a: Iswiidhan waxay sii ahaatay dhexdhexaad waxayna ka baxsanaatay Nato | b: Iswiidhan waxay ka tagtay EU si ay ugu biirto Nato | c: Iswiidhan waxay Nato ku xukuntay Danmark iyo Norge labadaba | d: Iswiidhan waxay baabi'isay difaaceeda militari	Efter andra världskriget delades Europa av kalla kriget. Danmark och Norge gick med i Nato, medan Sverige fortsatte att vara neutralt och valde att stå utanför Nato.	After the Second World War, Europe was divided by the Cold War. Denmark and Norway joined NATO, while Sweden continued to be neutral and chose to stay outside NATO.	Dagaalkii Labaad ee Adduunka ka dib, Yurub waxaa kala qaybiyay Dagaalkii Qaboobaa. Danmark iyo Norge waxay ku biireen Nato, halka Iswiidhan ay sii ahaatay dhexdhexaad oo ay dooratay inay ka baxsato Nato.	pending_native_review	pending_reviewer_notes
q163	so	11	Ch. 11 · Sweden and the outside world	Sverige och omvärlden	Sveriges försvar	40	Vilket påstående beskriver totalförsvarsplikt i Sverige?	Which statement describes total-defence duty in Sweden?	Hadalkee qeexaya waajibka difaaca guud (totalförsvarsplikt) ee Iswiidhan?	a	Personer som bor i Sverige och är 16 till 70 år kan behöva hjälpa till att försvara landet	People who live in Sweden and are aged 16 to 70 may need to help defend the country	Dadka ku nool Iswiidhan ee da'doodu tahay 16 ilaa 70 sano waxaa laga yaabaa inay u baahdaan inay ka caawiyaan difaaca dalka	a: Personer som bor i Sverige och är 16 till 70 år kan behöva hjälpa till att försvara landet | b: Bara yrkessoldater får hjälpa samhället vid kris | c: Alla invånare genomför automatiskt militär grundutbildning | d: Kommunerna ansvarar ensamma för Sveriges försvar	a: People who live in Sweden and are aged 16 to 70 may need to help defend the country | b: Only professional soldiers may help society during a crisis | c: All residents automatically complete basic military training | d: Municipalities alone are responsible for Sweden’s defence	a: Dadka ku nool Iswiidhan ee da'doodu tahay 16 ilaa 70 sano waxaa laga yaabaa inay u baahdaan inay ka caawiyaan difaaca dalka | b: Kaliya askarta xirfadlayaasha ah ayaa caawin kara bulshada xilliga dhibaatada | c: Dhammaan dadka deggan si toos ah ayay u dhameeyaan tababarka militari ee aasaasiga ah | d: Kaliya kommun-yada ayaa mas'uul ka ah difaaca Iswiidhan	Alla som bor i Sverige och är mellan 16 och 70 år kan bli tvungna att hjälpa till att försvara landet om det behövs. Det kallas totalförsvarsplikt och hör till Sveriges totalförsvar.	Everyone who lives in Sweden and is between ages 16 and 70 may be required to help defend the country if needed. This is called total-defence duty and belongs to Sweden’s total defence.	Dhammaan dadka ku nool Iswiidhan ee da'doodu u dhaxayso 16 ilaa 70 sano waxaa laga yaabaa in lagu qasbo inay ka caawiyaan difaaca dalka haddii loo baahdo. Tan waxaa la yiraahdaa totalförsvarsplikt waxayna ka mid tahay difaaca guud ee Iswiidhan (totalförsvar).	pending_native_review	pending_reviewer_notes
q164	so	11	Ch. 11 · Sweden and the outside world	Sverige och omvärlden	Det civila försvaret	41	Vilket påstående beskriver det civila försvaret vid krig eller kris?	Which statement describes civil defence during war or crisis?	Hadalkee qeexaya difaaca rayidka xilliga dagaal ama dhibaato?	a	Viktiga verksamheter som skola, arbete och hälso- och sjukvård kan fortsätta fungera	Important activities such as school, work, and health care can continue to function	Hawlaha muhiimka ah sida iskuulka, shaqada iyo daryeelka caafimaadka way sii shaqayn karaan	a: Viktiga verksamheter som skola, arbete och hälso- och sjukvård kan fortsätta fungera | b: Politiska val ersätts med militära beslut | c: Bara Försvarsmakten ansvarar för samhällets motståndskraft | d: EU bestämmer varje skolas dagliga schema	a: Important activities such as school, work, and health care can continue to function | b: Political elections are replaced with military decisions | c: Only the Swedish Armed Forces are responsible for society’s resilience | d: The EU decides every school’s daily timetable	a: Hawlaha muhiimka ah sida iskuulka, shaqada iyo daryeelka caafimaadka way sii shaqayn karaan | b: Doorashooyinka siyaasadeed waxaa lagu beddelaa go'aanno militari | c: Kaliya Ciidamada Qalabka Sida ee Iswiidhan (Försvarsmakten) ayaa mas'uul ka ah adkaysiga bulshada | d: EU waxay go'aamisaa jadwalka maalinlaha ah ee iskuul kasta	Det civila försvaret innebär att fler än militären ska kunna möta hot och utmaningar. Det ska bidra till att samhällsviktiga verksamheter, till exempel skola, arbete och hälso- och sjukvård, kan fortsätta fungera vid krig eller kris.	Civil defence means that more than the military should be able to meet threats and challenges. It should help important social functions, such as school, work, and health care, continue during war or crisis.	Difaaca rayidku waxa uu ka dhigan yahay in ka badan ciidanka ay awoodaan inay la qabsadaan hanjabaadaha iyo caqabadaha. Waa inuu ka caawiyaa in hawlaha bulshada muhiimka ah, sida iskuulka, shaqada iyo daryeelka caafimaadka, ay sii shaqaynayaan xilliga dagaal ama dhibaato.	pending_native_review	pending_reviewer_notes
q165	so	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Hur ofta hålls val till EU-parlamentet?	How often are elections to the European Parliament held?	Inta jeer ee la qabto doorashooyinka Baarlamaanka Yurub (EU-parlamentet)?	a	Vart femte år	Every five years	Shantii sanaba mar	a: Vart femte år | b: Vart fjärde år | c: Varje år | d: Endast när Sverige byter regering	a: Every five years | b: Every four years | c: Every year | d: Only when Sweden changes government	a: Shantii sanaba mar | b: Afartii sanaba mar | c: Sannad kasta | d: Kaliya marka Iswiidhan ay beddesho dawladda	Val till EU-parlamentet hålls vart femte år. Det skiljer sig från val till riksdag, regionfullmäktige och kommunfullmäktige, som hålls vart fjärde år.	Elections to the European Parliament are held every five years. That differs from elections to the Riksdag, regional councils, and municipal councils, which are held every four years.	Doorashooyinka EU-parlamentet waxaa la qabtaa shantii sanaba mar. Tani way ka duwan tahay doorashooyinka Riksdag, golayaasha gobolka (regionfullmäktige) iyo golayaasha degmada (kommunfullmäktige), kuwaas oo la qabto afartii sanaba mar.	pending_native_review	pending_reviewer_notes
